spk_id,scrape_prof,assigned_category,is_assigned
id01933,striker_striker,Athletes,1
id01934,new_zealand_cricket_coach,Athletes,1
id01937,tv_personality,Media and TV personalities without acting,1
id01939,czech_model,Actors,1
id01941,entrepreneur,Other,1
id01945,italian_actor,Actors,1
id01946,actress_fashion_model,Actors,1
id01947,brazilian_model,Actors,1
id01948,actress_singer_songwriter_writer_producer,Actors,1
id01949,actress_producer_director,Actors,1
id01951,television_personality,Media and TV personalities without acting,1
id01953,composer,Singers and musicians,1
id01955,unk,unk,0
id01959,actress,Actors,1
id01960,american_politician_who_served_as_the_th_governor_of_connecticut,Politicians,1
id01961,actress_television_personality,Actors,1
id01962,singer_television_personality_actress,Actors,1
id01963,ceo_of_basketball_operations_alternate_governor,Politicians,1
id01964,british_banker_lobbyist,Other,1
id01965,actor_radio_personality_television_personality_professional_wrestler,Actors,1
id01966,scrum_half_scrum_half,,0
id01967,fly_half_fly_half,,0
id01969,composer_record_producer_singer_songwriter_musician,Actors,1
id01971,singer_songwriter,Singers and musicians,1
id01972,american_former_professional_basketball_player,Athletes,1
id01973,striker_striker,Athletes,1
id01974,anti_apartheid_activist,,0
id01975,actor,Actors,1
id01976,english_professional_golfer_who_plays_on_the_european_tour,Athletes,1
id01979,singer,Singers and musicians,1
id01981,flat_list_rapper_singer_songwriter_record_producer_actor,Actors,1
id01982,singer_media_personality,Singers and musicians,1
id01985,swiss_retired_cross_country_skier,Athletes,1
id01986,italian_lawyer_writer,Other,1
id01987,british_motorsport_commentator,Media and TV personalities without acting,1
id01988,rlp_fb_wg_ce,,0
id01989,singer_songwriter_musician,Singers and musicians,1
id01990,singer,Singers and musicians,1
id01992,coach,Athletes,1
id01993,television_presenter,Media and TV personalities without acting,1
id01994,australian_cricket_coach,Athletes,1
id01995,cricketer,Athletes,1
id01996,winger_left_wing,Athletes,1
id01997,actor,Actors,1
id01999,film_director_producer_screenwriter_actor_lyricist_politician,Actors,1
id02000,actor,Actors,1
id02001,retired_american_long_distance_runner,Athletes,1
id02004,professional_athlete,Athletes,1
id02005,american_stand_up_comedian,Actors,1
id02006,runner_up_in_the_bdo_world_championship,Athletes,1
id02007,american_musician,Singers and musicians,1
id02008,musician_songwriter_producer,Actors,1
id02009,american_musician,Singers and musicians,1
id02010,defenceman_defence,,0
id02011,singer_musician_songwriter,Singers and musicians,1
id02013,centre_back,Athletes,1
id02014,defensive_midfielder,Athletes,1
id02015,politician,Politicians,1
id02016,actor,Actors,1
id02017,singer_songwriter_musician,Singers and musicians,1
id02018,actor_professional_wrestler_producer,Actors,1
id02019,association_football_footballer_businessman,Athletes,1
id02020,singer_actor,Actors,1
id02021,mental_health_counselor_counselor,,0
id02022,actor_producer_director,Actors,1
id02023,american_diver,,0
id02024,interior_designer_tv_personality,Media and TV personalities without acting,1
id02030,singer_songwriter,Singers and musicians,1
id02032,singer_songwriter,Singers and musicians,1
id02033,spanish_former_professional_tennis_player,Athletes,1
id02034,artist_manager_filmmaker_producer_director,Actors,1
id02035,chief_executive_officer_ceo,Other,1
id02036,german_classical,,0
id02037,winger_winger,Athletes,1
id02038,singer,Singers and musicians,1
id02039,actor_singer_television_personality,Actors,1
id02040,british_former_professional_boxer_who_competed_between_and,Athletes,1
id02041,television_presenter,Media and TV personalities without acting,1
id02043,actor,Actors,1
id02045,minister,Politicians,1
id02047,centre_back,Athletes,1
id02048,centre_back,Athletes,1
id02049,news_anchor_television_journalist_managing_editor,Media and TV personalities without acting,1
id02051,designated_hitter,,0
id02052,governor,Politicians,1
id02053,director,Actors,1
id02055,politician,Politicians,1
id02057,stand_up_comedian_actor_podcaster,Actors,1
id02058,businessman_lawyer,Other,1
id02059,striker_striker,Athletes,1
id02060,samoan_new_zealand_former_professional_boxer_who_competed,Athletes,1
id02061,striker_striker,Athletes,1
id02062,actor_comedian_writer_television_personality,Actors,1
id02067,television_presenter,Media and TV personalities without acting,1
id02068,golfer,Athletes,1
id02070,irish_retired_national_hunt_jockey,,0
id02071,actress,Actors,1
id02072,actor,Actors,1
id02073,indian_politician,Politicians,1
id02074,model_actress,Actors,1
id02075,businessman_investor_television_personality_author,Media and TV personalities without acting,1
id02077,singer_rapper_television_personality,Singers and musicians,1
id02078,small_forward_power_forward,Athletes,1
id02079,film_director_director_screenwriter_film_producer_producer_animator,Actors,1
id02080,american_businessman,Other,1
id02081,forward_striker_midfielder_winger_winger,Athletes,1
id02083,american_former_politician,Politicians,1
id02084,television_host,Media and TV personalities without acting,1
id02085,actress,Actors,1
id02086,feminine_given_name,,0
id02087,american_politician_serving_as_the_u,Politicians,1
id02088,singer_songwriter,Singers and musicians,1
id02089,actress,Actors,1
id02090,italian_actress,Actors,1
id02091,australian_media_personality,,0
id02092,actress,Actors,1
id02093,richard_strauss,,0
id02094,australian_actress,Actors,1
id02095,actress,Actors,1
id02096,actress_comedian_impressionist_singer,Actors,1
id02097,television_presenter_television_producer_former_singer_comedian_actor_rapper,Actors,1
id02098,director_director,Actors,1
id02099,actress,Actors,1
id02100,american_athlete,Athletes,1
id02101,unk,unk,0
id02102,singer_songwriter_musician_actor_media_personality,Actors,1
id02103,actress_model_producer_dancer_artist_director,Actors,1
id02104,actress,Actors,1
id02105,journalist,Media and TV personalities without acting,1
id02106,serbian_professional_football_manager,Athletes,1
id02108,singer_songwriter,Singers and musicians,1
id02109,musician,Singers and musicians,1
id02110,actress,Actors,1
id02111,fullback_fullback_wing_wing_centre_outside_centre,Athletes,1
id02112,politician,Politicians,1
id02113,belgian_artist,,0
id02114,actress,Actors,1
id02115,actress_producer_author,Actors,1
id02116,singer_songwriter_television_personality,Singers and musicians,1
id02119,actress,Actors,1
id02120,italian_football_administrator,Athletes,1
id02121,flat_list_actress,Actors,1
id02122,musician_singer_songwriter,Singers and musicians,1
id02123,actor,Actors,1
id02124,television_host,Media and TV personalities without acting,1
id02133,actress,Actors,1
id02134,actress_singer_dancer_presenter,Actors,1
id02139,american_former_professional_basketball_player,Athletes,1
id02140,winger_right_winger,Athletes,1
id02141,unk,unk,0
id02147,musician,Singers and musicians,1
id02148,american_former_professional_basketball_player,Athletes,1
id02149,united_states_amateur_heavyweight_champion,Athletes,1
id02150,mentalist_illusionist_writer,Other,1
id02151,american_former_professional_basketball_player,Athletes,1
id02152,singer_musician_songwriter_record_producer,Actors,1
id02153,comedian_actress,Actors,1
id02155,unk,unk,0
id02156,actor_filmmaker,Actors,1
id02157,american_politician_who_served_as_the_st_governor_of_massachusetts,Politicians,1
id02158,unk,unk,0
id02159,indian_actress_known_for_her_works_primarily_in_tamil,Actors,1
id02160,current_catching_coach_for_the_pittsburgh_panthers,Athletes,1
id02162,american_professional_boxer,Athletes,1
id02163,actor,Actors,1
id02164,actor_director_producer_playback_singer_lyricist,Actors,1
id02166,actress_producer,Actors,1
id02168,princess_of_wales_titles,Politicians,1
id02172,actress_singer_host_television,Actors,1
id02173,romanian_model,Actors,1
id02174,actress,Actors,1
id02175,singer_musician_songwriter,Singers and musicians,1
id02176,actress,Actors,1
id02177,model_model_fashion_designer,Actors,1
id02178,actress_producer,Actors,1
id02179,actress,Actors,1
id02180,actress,Actors,1
id02181,television_journalist,Media and TV personalities without acting,1
id02183,primate_of_ireland,,0
id02185,singer,Singers and musicians,1
id02186,american_basketball_sportscaster,Athletes,1
id02187,television_writer,Media and TV personalities without acting,1
id02188,rapper_songwriter_record_producer_entrepreneur_record_executive_television_producer_dancer,Actors,1
id02189,defensive_midfielder,Athletes,1
id02191,actor,Actors,1
id02193,argentine_spanish_film_stage,Actors,1
id02194,striker_striker,Athletes,1
id02196,brazilian_gymnast_the,Athletes,1
id02197,centre_back,Athletes,1
id02201,musician,Singers and musicians,1
id02202,songwriter_producer_singer_television_personality,Actors,1
id02203,actor,Actors,1
id02204,german_football_manager,Athletes,1
id02205,kabarett_artist,,0
id02206,unk,unk,0
id02208,defender_defender,Athletes,1
id02209,defensive_midfielder,Athletes,1
id02210,businessman,Other,1
id02211,film_director,Actors,1
id02212,actor_model_model,Actors,1
id02213,footballer,Athletes,1
id02214,professional_golfer,Athletes,1
id02215,commonly_regarded_as_one_of_the_best_shot_blockers,,0
id02216,actor_producer_businessman,Actors,1
id02219,model_model,Actors,1
id02220,indian_model,Actors,1
id02222,manager_television_personality,Media and TV personalities without acting,1
id02223,morning_host_city_dt,Media and TV personalities without acting,1
id02226,actor_model_producer_entrepreneur,Actors,1
id02228,singer_actress_television_host,Actors,1
id02229,shooting_guard_small_forward,Athletes,1
id02230,engineer,,0
id02231,actress,Actors,1
id02233,forward_forward,Athletes,1
id02234,special_advisor,,0
id02235,defender_defender,Athletes,1
id02236,rapper,Singers and musicians,1
id02239,director_film_producer_producer_actress,Actors,1
id02240,foreign_minister_of_burkina_faso,Politicians,1
id02242,actor_model,Actors,1
id02243,opera_singer,Singers and musicians,1
id02245,head_coach,Athletes,1
id02247,czech_german_former_pornographic_actress_filmmaker,Actors,1
id02249,american_professional_wrestler,Athletes,1
id02252,actor,Actors,1
id02253,actor_director_producer_musician,Actors,1
id02254,american_former_professional_mixed_martial_artist_sports_analyst,,0
id02255,actress,Actors,1
id02257,french_politician,Politicians,1
id02258,actor,Actors,1
id02260,french_politician_who_served_as_prime_minister_of_france,Politicians,1
id02262,musician_songwriter,Singers and musicians,1
id02263,actor,Actors,1
id02264,actor_producer_singer,Actors,1
id02266,first_baseman_manager_manager_coach_coach,Athletes,1
id02267,actor,Actors,1
id02268,actor_comedian,Actors,1
id02270,businessman_activist_television_presenter_author,Media and TV personalities without acting,1
id02271,american_restaurateur,,0
id02273,creative_director_fashion_designer_luxury_businesswoman,Actors,1
id02275,currently_an_abc_news_contributor,,0
id02276,author,,0
id02281,its_president_and,Politicians,1
id02282,defensive_midfielder,Athletes,1
id02286,athlete_actress,Actors,1
id02287,businessman_politician,Politicians,1
id02288,actor,Actors,1
id02289,first_elected_as_the_mp_for_harwich_in,Politicians,1
id02291,miss_star_hellas,,0
id02292,television_personality_actress_dj,Actors,1
id02293,politician,Politicians,1
id02294,politician,Politicians,1
id02295,politician,Politicians,1
id02296,rapper_singer_songwriter_entrepreneur_actor,Actors,1
id02297,indian_former_cricket_player_ex_captain,Athletes,1
id02298,model_model_actress,Actors,1
id02299,actress_producer_talk_show_host_businesswoman,Actors,1
id02300,american_media_personality_internist,,0
id02301,singing_singer_actor_actress,Actors,1
id02302,actor_model_producer,Actors,1
id02303,midfielder_attacking_midfielder_winger_winger,Athletes,1
id02304,vice_president_of_the_european_commission,Politicians,1
id02306,musician,Singers and musicians,1
id02310,indian_original_content_producer_actor,Actors,1
id02311,actor_filmmaker,Actors,1
id02312,american_professional_golfer,Athletes,1
id02314,serbian_professional_basketball_player,Athletes,1
id02315,basketball_coach_sports_administrator,Athletes,1
id02316,well_known_for_his_aggressive_lower_order_batting,,0
id02317,actor_producer_professional_wrestler,Actors,1
id02318,american_rock_guitarist,Singers and musicians,1
id02322,csv_actor_singer_dancer,Actors,1
id02323,footballer,Athletes,1
id02325,unk,unk,0
id02327,model,Actors,1
id02329,actress,Actors,1
id02331,actress,Actors,1
id02332,singer,Singers and musicians,1
id02338,austrian_chef,,0
id02339,physician_comedian_talk_show_host_author_journalist,Actors,1
id02340,british_broadcaster_economist,Media and TV personalities without acting,1
id02341,actor_comedian,Actors,1
id02342,safety_safety,,0
id02343,american_politician_author,Politicians,1
id02344,talk_radio,,0
id02346,centre_back,Athletes,1
id02348,singer_songwriter,Singers and musicians,1
id02349,broadcasting_broadcaster_sports_commentator_commentator_businessman,Media and TV personalities without acting,1
id02350,singer_songwriter_multi_instrumentalist,Singers and musicians,1
id02351,actor,Actors,1
id02353,singer_songwriter,Singers and musicians,1
id02355,winger_winger,Athletes,1
id02356,dutch_former_professional_footballer,Athletes,1
id02357,the_centre_party,Politicians,1
id02358,actor,Actors,1
id02359,actor,Actors,1
id02361,actress,Actors,1
id02362,striker_striker,Athletes,1
id02363,striker_striker,Athletes,1
id02364,dominican_former_professional_baseball_pitcher,Athletes,1
id02365,singer_rapper_actor_entrepreneur_fashion_designer,Actors,1
id02367,lithuanian_model,Actors,1
id02368,disc_jockey_dj,Singers and musicians,1
id02381,actor,Actors,1
id02384,actor_singer_producer_activist,Actors,1
id02388,flat_list_singer_actress_tv_personality_model,Actors,1
id02389,actor_director_producer_screenwriter,Actors,1
id02390,actor,Actors,1
id02391,tanzanian_politician_who_was_prime_minister_of_tanzania,Politicians,1
id02392,actor_producer_director_screenwriter,Actors,1
id02395,singer,Singers and musicians,1
id02409,actress_singer,Actors,1
id02410,forward_forward_midfielder,Athletes,1
id02411,russian_former_professional_tennis_player_who_was_ranked_world_no,Athletes,1
id02413,spanish_comedian_musician_writer,Actors,1
id02414,winger_winger,Athletes,1
id02416,rapper_record_producer_entrepreneur,Actors,1
id02418,norwegian_former_cross_country_skier,Athletes,1
id02420,actress,Actors,1
id02421,president,Politicians,1
id02426,romanian_politician,Politicians,1
id02432,american_food_editor_writer_fashion_model,Actors,1
id02436,lead_guitarist,Singers and musicians,1
id02437,scientist,Other,1
id02438,succeeded_by_his_predecessor_kweisi_mfume,,0
id02439,actor,Actors,1
id02440,american_politician_who_served_as_a_u,Politicians,1
id02441,argentine_lawyer_professor,Other,1
id02444,actress,Actors,1
id02445,television_personality_talk_show_host,Media and TV personalities without acting,1
id02446,politician,Politicians,1
id02448,actress,Actors,1
id02449,actress,Actors,1
id02450,italian_fashion_model,Actors,1
id02452,singer_songwriter,Singers and musicians,1
id02453,actress,Actors,1
id02455,actress,Actors,1
id02457,american_attorney_author,Other,1
id02458,actress_singer,Actors,1
id02459,actress_model,Actors,1
id02460,actress,Actors,1
id02461,actress_model,Actors,1
id02462,actress,Actors,1
id02463,actress,Actors,1
id02464,actress,Actors,1
id02465,american_actress_activist,Actors,1
id02466,activist_journalist,Media and TV personalities without acting,1
id02467,television_journalist,Media and TV personalities without acting,1
id02469,winger_winger,Athletes,1
id02471,forward_winger_defender_defender,Athletes,1
id02472,actress,Actors,1
id02473,actress_singer,Actors,1
id02475,liberian_politician_who_served_as_the_th_president_of_liberia,Politicians,1
id02477,actor_producer,Actors,1
id02479,actress_producer,Actors,1
id02482,greek_singer,Singers and musicians,1
id02484,actress_writer,Actors,1
id02485,british_retired_paralympian_swimmer_who_competed_in_s_events,Athletes,1
id02486,actor,Actors,1
id02488,singer,Singers and musicians,1
id02489,actress,Actors,1
id02490,model_actress,Actors,1
id02493,actor_model,Actors,1
id02494,venezuelan_american_former_professional_baseball_shortstop,Athletes,1
id02495,english_singer_songwriter_record_producer_author,Actors,1
id02496,singer,Singers and musicians,1
id02497,film_critic,Actors,1
id02499,actor,Actors,1
id02501,minister,Politicians,1
id02502,opera_singer,Singers and musicians,1
id02505,italian_former_professional_footballer_who_played_as_an_attacking_midfielder,Athletes,1
id02508,singer_songwriter,Singers and musicians,1
id02509,author,,0
id02511,retired_norwegian_biathlete,,0
id02513,striker_striker,Athletes,1
id02515,goalkeeper_goalkeeper,Athletes,1
id02530,actress,Actors,1
id02531,actress,Actors,1
id02532,actor_model_dancer,Actors,1
id02534,italian_entrepreneur,Other,1
id02535,retired_australian_professional_triathlete,,0
id02537,actress,Actors,1
id02538,actress_screenwriter,Actors,1
id02539,english_broadcaster,Media and TV personalities without acting,1
id02540,actress,Actors,1
id02542,striker_striker,Athletes,1
id02544,mexican_cinematographer,,0
id02545,singer,Singers and musicians,1
id02546,actress,Actors,1
id02547,actress,Actors,1
id02548,actress_singer_songwriter,Actors,1
id02553,actor_comedian_model_host_swimmer_triathlete_duathlete_writer,Actors,1
id02554,raised_in_turkey,,0
id02555,actor_producer_tv_presenter,Actors,1
id02558,politician_professor,Politicians,1
id02561,actor_dancer_producer_entrepreneur_model,Actors,1
id02562,mexican_former_politician,Politicians,1
id02563,colombian_politician,Politicians,1
id02565,welsh_former_professional_boxer_who_competed,Athletes,1
id02566,singer,Singers and musicians,1
id02567,english_former_cricketer,Athletes,1
id02568,dutch_artistic_gymnast,Athletes,1
id02569,csv_actor,Actors,1
id02570,coach_head_coach,Athletes,1
id02572,actor,Actors,1
id02573,actor_producer,Actors,1
id02574,american_politician,Politicians,1
id02575,actor,Actors,1
id02576,singer_songwriter,Singers and musicians,1
id02577,actor,Actors,1
id02578,american_politician,Politicians,1
id02579,unk,unk,0
id02580,first_baseman,,0
id02583,actor,Actors,1
id02584,forward_forward,Athletes,1
id02585,actress,Actors,1
id02586,american_actress,Actors,1
id02587,actress,Actors,1
id02590,unk,unk,0
id02591,german_former_biathlete,,0
id02592,swedish_singer,Singers and musicians,1
id02593,head_coach,Athletes,1
id02596,actress,Actors,1
id02597,austrian_actress_singer,Actors,1
id02598,german_right_wing_politician,Politicians,1
id02599,news_anchor,Media and TV personalities without acting,1
id02607,finnish_politician,Politicians,1
id02608,defender_centre_back_centre_back,Athletes,1
id02609,norwegian_politician,Politicians,1
id02613,forward_forward,Athletes,1
id02615,italian_novelist_translator,,0
id02617,director,Actors,1
id02619,actress,Actors,1
id02622,politician,Politicians,1
id02623,musician_composer_educator_bandleader,Singers and musicians,1
id02625,musician,Singers and musicians,1
id02627,actress,Actors,1
id02628,argentine_former_professional_footballer_who_played_as_a_midfielder,Athletes,1
id02629,mexican_former_racing_driver,Athletes,1
id02631,actress_model_swimmer,Actors,1
id02633,journalist_television_presenter,Media and TV personalities without acting,1
id02634,actress,Actors,1
id02636,motivational_speaker,,0
id02638,defensive_midfielder,Athletes,1
id02639,american_model,Actors,1
id02640,singer,Singers and musicians,1
id02641,spanish_model,Actors,1
id02642,canadian_former_professional_tennis_player,Athletes,1
id02643,singer,Singers and musicians,1
id02647,italian_manager,Athletes,1
id02650,german_actress_who_has_appeared_in_numerous_films,Actors,1
id02653,author,,0
id02654,journalist,Media and TV personalities without acting,1
id02655,actress,Actors,1
id02656,actress,Actors,1
id02658,model,Actors,1
id02659,singer_songwriter_producer,Actors,1
id02660,screenwriter_producer_director,Actors,1
id02661,third_baseman,,0
id02662,actor,Actors,1
id02665,politician_lawyer_professor,Politicians,1
id02666,singer,Singers and musicians,1
id02667,playwright_author_performer_activist,,0
id02668,actress,Actors,1
id02669,scottish_former_curler,,0
id02672,swiss_politician,Politicians,1
id02673,actress,Actors,1
id02680,fashion_designer,,0
id02683,german_football_manager,Athletes,1
id02684,economist,,0
id02685,actor,Actors,1
id02687,australian_professional_rugby_union_coach,Athletes,1
id02693,actor_comedian_film_director_writer,Actors,1
id02695,central_midfielder,Athletes,1
id02696,unk,unk,0
id02698,retired_brazilian_pole_vaulter,,0
id02700,grandmaster_grandmaster,,0
id02702,french_rugby_union_coach,Athletes,1
id02703,italian_former_professional_tennis_player,Athletes,1
id02705,singer,Singers and musicians,1
id02706,forward_forward,Athletes,1
id02707,producer,Actors,1
id02710,rapper,Singers and musicians,1
id02711,actor,Actors,1
id02713,coach,Athletes,1
id02714,actor,Actors,1
id02715,spanish_brazilian_mixed_martial_artist,,0
id02719,singer,Singers and musicians,1
id02720,german_born_turkish_actress,Actors,1
id02721,singer_songwriter_actress,Actors,1
id02722,actress,Actors,1
id02724,actress_former_model,Actors,1
id02725,actress_model_television_producer_singer,Actors,1
id02728,singer_songwriter_actress,Actors,1
id02729,english_former_footballer_who_played_as_a_midfielder,Athletes,1
id02730,actress,Actors,1
id02731,actor,Actors,1
id02733,actor_filmmaker_singer,Actors,1
id02734,musician,Singers and musicians,1
id02735,german_former_triathlete_who_is_now_active_as_a_coach,Athletes,1
id02736,actor,Actors,1
id02738,goalkeeper_goalkeeper,Athletes,1
id02739,rapper_songwriter_actor_record_producer_record_executive,Actors,1
id02740,film_director,Actors,1
id02745,actor_singer_producer_screenwriter,Actors,1
id02746,actress,Actors,1
id02747,broadcaster_author,Media and TV personalities without acting,1
id02751,centre_back,Athletes,1
id02759,actress,Actors,1
id02760,actress,Actors,1
id02761,actress,Actors,1
id02764,politician,Politicians,1
id02765,longest_serving_democratically_elected_prime_minister_of_spain,Politicians,1
id02766,driver,Athletes,1
id02780,television_presenter_author,Media and TV personalities without acting,1
id02781,singer_dancer_songwriter,Singers and musicians,1
id02783,driver,Athletes,1
id02784,actor,Actors,1
id02786,striker_striker,Athletes,1
id02787,goalkeeper_goalkeeper,Athletes,1
id02790,striker_striker,Athletes,1
id02791,argentine_politician_who_served_as_the_president_of_argentina,Politicians,1
id02793,scholar_author_preacher,,0
id02795,australian_radio_broadcaster_television_presenter,Media and TV personalities without acting,1
id02805,singer_songwriter,Singers and musicians,1
id02806,television_broadcaster_journalist_presenter,Media and TV personalities without acting,1
id02807,singer,Singers and musicians,1
id02808,actress,Actors,1
id02809,unk,unk,0
id02810,actor,Actors,1
id02812,csv_actor_director_producer_writer,Actors,1
id02815,italian_former_professional_tennis_player,Athletes,1
id02816,businessman,Other,1
id02817,dutch_politician_affiliated_with_the_party_for_freedom,Politicians,1
id02818,american_basketball_player,Athletes,1
id02820,rapper_singer_songwriter,Singers and musicians,1
id02821,presenter,Media and TV personalities without acting,1
id02823,actress,Actors,1
id02824,politician,Politicians,1
id02825,actress,Actors,1
id02827,politician,Politicians,1
id02829,left_winger,Athletes,1
id02830,singer_songwriter_actor,Actors,1
id02832,singer,Singers and musicians,1
id02833,actor,Actors,1
id02836,jordanian_catholic_prelate_who_served_as_latin_patriarch_of_jerusalem,,0
id02837,attacking_midfielder,Athletes,1
id02838,american_rapper,Singers and musicians,1
id02839,actor,Actors,1
id02840,coach,Athletes,1
id02844,actress,Actors,1
id02845,actress,Actors,1
id02846,spanish_mexican_actress_known_for_starring_in_the_telenovela_acorralada,Actors,1
id02847,set_decorator,,0
id02848,wing_spiker,,0
id02851,italian_football_manager,Athletes,1
id02853,actor_voice_actor_dubbing_director,Actors,1
id02854,singer_songwriter,Singers and musicians,1
id02857,defender_defender,Athletes,1
id02858,french_stage_film,Actors,1
id02863,defender_defender,Athletes,1
id02864,french_yachtsman,,0
id02865,actor,Actors,1
id02866,midfielder_winger_winger,Athletes,1
id02869,american_former_college_football_player,Athletes,1
id02871,actor,Actors,1
id02872,politician,Politicians,1
id02873,singer_songwriter,Singers and musicians,1
id02874,memoirist_writer_teacher,Other,1
id02875,defensive_midfielder,Athletes,1
id02876,writer,Other,1
id02877,american_former_professional_mixed_martial_artist,,0
id02878,actor,Actors,1
id02879,centre_back,Athletes,1
id02880,unk,unk,0
id02881,actor_racing_driver,Actors,1
id02882,singer_dancer_television_personality,Singers and musicians,1
id02883,politician,Politicians,1
id02884,singer,Singers and musicians,1
id02886,businessman,Other,1
id02887,actor,Actors,1
id02888,long_time_ally_of_jacques_chirac,,0
id02889,french_politician_who_served_as_prime_minister_of_france,Politicians,1
id02890,actor,Actors,1
id02891,french_retired_politician_who_served_as_prime_minister_of_france,Politicians,1
id02892,french_politician_who_served_as_president_of_france,Politicians,1
id02893,french_track_cyclist,,0
id02896,american_professional_golfer_who_has_competed_on_the_pga_tour,Athletes,1
id02897,head_coach,Athletes,1
id02898,defender_defender,Athletes,1
id02899,dutch_jurist_bus_driver,Athletes,1
id02900,french_writer_literary_critic,Other,1
id02901,striker_striker,Athletes,1
id02902,coach_coach,Athletes,1
id02903,real_estate_salesperson,,0
id02904,tv_host,Media and TV personalities without acting,1
id02905,striker_striker,Athletes,1
id02908,dutch_cabaret_performer,,0
id02909,dominican_friar_catholic_priest_priest_writer,Other,1
id02911,rapper_singer_songwriter_record_producer,Actors,1
id02912,singing_singer_actress,Actors,1
id02914,swedish_former_professional_boxer_who_competed_between_and,Athletes,1
id02916,actor,Actors,1
id02917,striker_striker,Athletes,1
id02918,french_former_rugby_union_player,Athletes,1
id02920,retired_freestyle,,0
id02924,actress_model,Actors,1
id02926,politician,Politicians,1
id02928,austrian_politician,Politicians,1
id02935,unk,unk,0
id02936,defender_defender,Athletes,1
id02939,actor,Actors,1
id02940,actor,Actors,1
id02942,argentine_former_professional_tennis_player,Athletes,1
id02943,austrian_politician,Politicians,1
id02944,film_director,Actors,1
id02945,german_politician_formerly_with_the_conservative_christian_social_union_party,Politicians,1
id02946,pop_singer_songwriter,Singers and musicians,1
id02948,actress_author,Actors,1
id02950,actress_comedian,Actors,1
id02952,rifle_shooting,,0
id02953,horse_trainer,,0
id02954,financial_business_executive,Other,1
id02955,television_personality_model_actress,Actors,1
id02956,culinary_expert,,0
id02957,spanish_former_professional_footballer_who_played_as_a_midfielder,Athletes,1
id02958,actress_comedian_model_tv_presenter,Actors,1
id02959,businessman,Other,1
id02961,actor,Actors,1
id02963,midfielder_defensive_midfielder_defensive_midfielder,Athletes,1
id02964,singer_songwriter_actor,Actors,1
id02965,singer,Singers and musicians,1
id02978,actor_filmmaker,Actors,1
id02979,golfer,Athletes,1
id02980,unk,unk,0
id02981,defender_defender,Athletes,1
id02982,outfielder_third_baseman,,0
id02983,actor,Actors,1
id02984,forward_forward,Athletes,1
id02986,peruvian_chef,,0
id02987,current_head_coach_of_the_indian_cricket_team,Athletes,1
id02988,actor_television_host,Actors,1
id02989,musician_songwriter,Singers and musicians,1
id02991,actress,Actors,1
id02993,french_professional_tennis_player,Athletes,1
id02995,actor,Actors,1
id02996,choreographer_television_personality,Media and TV personalities without acting,1
id02998,singer,Singers and musicians,1
id02999,musician_songwriter,Singers and musicians,1
id03000,actress_model,Actors,1
id03001,actress_model_television_personality,Actors,1
id03002,actress,Actors,1
id03003,actress,Actors,1
id03004,actress,Actors,1
id03005,italian_professional_football_manager,Athletes,1
id03006,singer_songwriter,Singers and musicians,1
id03007,ethiopian_middle,,0
id03009,australian_professional_golfer,Athletes,1
id03013,kenyan_long_distance_runner_who_specialises_in_road_running_competitions,Athletes,1
id03014,actor_film_producer_composer,Actors,1
id03015,apostolic_nuncio_to_apostolic_nunciature_to_lithuania_lithuania,,0
id03016,chef_restaurateur_tv_personality,Media and TV personalities without acting,1
id03017,actor,Actors,1
id03018,south_african_professional_golfer,Athletes,1
id03020,actor,Actors,1
id03026,singer_songwriter_actor_record_producer_rancher,Actors,1
id03027,canadian_media_personality_television_host,Media and TV personalities without acting,1
id03028,actor_author_activist,Actors,1
id03029,defender_defender,Athletes,1
id03030,canadian_former_professional_mixed_martial_artist,,0
id03031,model_designer,Actors,1
id03037,forward_forward,Athletes,1
id03038,unk,unk,0
id03039,actor,Actors,1
id03040,journalist,Media and TV personalities without acting,1
id03041,centre_back,Athletes,1
id03042,australian_fencer,,0
id03043,midfielder_attacking_midfielder_attacking_midfielder,Athletes,1
id03056,defender_defender,Athletes,1
id03057,businessman,Other,1
id03059,german_political_science_professor,Other,1
id03060,actress,Actors,1
id03064,italian_american_chef_entrepreneur_writer,Other,1
id03066,forward_striker_striker,Athletes,1
id03067,italian_football_manager,Athletes,1
id03070,designated_hitter_outfielder,,0
id03071,forward_forward,Athletes,1
id03073,defender_full_back_full_back,Athletes,1
id03074,goalkeeper_goalkeeper,Athletes,1
id03075,coach_head_coach,Athletes,1
id03077,journalist,Media and TV personalities without acting,1
id03078,italian_football_administrator,Athletes,1
id03079,driver,Athletes,1
id03082,dutch_actress,Actors,1
id03084,actor,Actors,1
id03087,stand_up_comedian_actor,Actors,1
id03088,two_time_strikeforce_lightweight_champion,Athletes,1
id03089,brazilian_politician,Politicians,1
id03090,musician_songwriter_record_producer,Actors,1
id03091,actress_comedian,Actors,1
id03092,chief_rabbi_of_france,,0
id03098,singer_songwriter,Singers and musicians,1
id03099,media_personality_model_actress_singer,Actors,1
id03100,actress_singer_author,Actors,1
id03101,economist,,0
id03102,mining_magnate_company_chairwoman,,0
id03103,actress,Actors,1
id03107,founder_of_emergency_emergency,,0
id03109,american_former_professional_baseball_pitcher,Athletes,1
id03110,politician,Politicians,1
id03111,unk,unk,0
id03112,centre_back,Athletes,1
id03115,actor,Actors,1
id03118,striker_striker,Athletes,1
